ID,COUNTY,countyname,state,population,counts.sum,region,region2,indices.avg,counts.sum,voc.indices.avg,soc.indices.avg,metal.indices.avg,dbp.indices.avg,pfas.indices.avg,horm.indices.avg,indices.sum,countynamenospace
1654,45035,DORCHESTER,SC,145397,378,South Atlantic,South-East,0.267177191,378,0,0.6734159,0.631862847,1.146128036,0,0,5.610721017,DORCHESTER
1655,45037,EDGEFIELD,SC,26436,308,South Atlantic,South-East,0.230242676,308,0,0,0.618185894,0.16325085,0,0,5.986309569,EDGEFIELD
1656,45039,FAIRFIELD,SC,23109,597,South Atlantic,South-East,0.271348838,597,0,1.108661652,0.843442577,1,0,0,8.954511656,FAIRFIELD
1657,45041,FLORENCE,SC,138326,252,South Atlantic,South-East,0.251205303,252,0,0.903089987,0.545885226,1.096910013,0,0,5.275311354,FLORENCE
1658,45043,GEORGETOWN,SC,60440,112,South Atlantic,South-East,0.245849357,112,0,0.895264649,0.506187153,1.230448921,0,0,5.162836487,GEORGETOWN
1659,45045,GREENVILLE,SC,474266,2824,South Atlantic,South-East,0.256886394,2824,0,1.711204461,0.740783983,1.491361694,0,0.047008388,8.477251008,GREENVILLE
1660,45047,GREENWOOD,SC,69723,420,South Atlantic,South-East,0.273609226,420,0,1.711204461,0.740783983,1.505149978,0,0,7.661058334,GREENWOOD
1661,45051,HORRY,SC,289650,1092,South Atlantic,South-East,0.253031634,1092,0.020132406,0.734685557,0.989280315,1.46686762,0,0,8.350043914,HORRY
1662,45053,JASPER,SC,26629,168,South Atlantic,South-East,0.231963065,168,0,0.196294645,0.832940196,1.301029996,0,0,6.494965818,JASPER
1663,45055,KERSHAW,SC,62516,2048,South Atlantic,South-East,0.461861317,2048,0.247196924,0.788370416,1.065449492,1.311753861,0,0,12.00839424,KERSHAW
1664,45057,LANCASTER,SC,80458,644,South Atlantic,South-East,0.380649594,644,0.247196924,0.756961951,1.065449492,1.397940009,0,0.054315892,10.65818862,LANCASTER
1665,45059,LAURENS,SC,66229,4144,South Atlantic,South-East,0.377782975,4144,0.006614289,1.711204461,0.747682763,1.531478917,0.026393749,0,7.93344247,LAURENS
1666,45061,LEE,SC,18347,2242,South Atlantic,South-East,0.423534699,2242,0.247196924,0.788370416,1.077566012,1.311753861,0,0,11.01190216,LEE
1667,45063,LEXINGTON,SC,273752,847,South Atlantic,South-East,0.317571176,847,0,0.602059991,1.136685154,1.469822016,0,0,8.891992934,LEXINGTON
1668,45067,MARION,SC,32072,308,South Atlantic,South-East,0.174222811,308,0,0,0.609779838,0,0,0,3.658679028,MARION
1669,45069,MARLBORO,SC,28003,196,South Atlantic,South-East,0.150072527,196,0,0,0.525253844,0,0,0,3.151523066,MARLBORO
1670,45071,NEWBERRY,SC,37521,672,South Atlantic,South-East,0.328393859,672,0,1.711204461,0.740783983,0.740362689,0,0,6.896271045,NEWBERRY
1671,45073,OCONEE,SC,75045,420,South Atlantic,South-East,0.233238759,420,0,0.035715552,0.605308244,1.230448921,0,0,4.898013935,OCONEE
1672,45075,ORANGEBURG,SC,90942,112,South Atlantic,South-East,0.231980775,112,0,0,0.638367267,1.041392685,0,0,4.871596284,ORANGEBURG
1673,45077,PICKENS,SC,119829,1780,South Atlantic,South-East,0.17171178,1780,0,0.433655561,0.540091541,1.491361694,0,0,5.666488742,PICKENS
1674,45079,RICHLAND,SC,399256,936,South Atlantic,South-East,0.271987293,936,0,0.826999818,0.830529179,1.380211242,0,0,8.975580675,RICHLAND
1675,45081,SALUDA,SC,20091,420,South Atlantic,South-East,0.18140332,420,0,0,0.618185894,0.16325085,0,0,5.986309569,SALUDA
1676,45083,SPARTANBURG,SC,290969,1316,South Atlantic,South-East,0.300129781,1316,0.006614289,1.711204461,0.826047997,1.531478917,0.026393749,0,8.403633873,SPARTANBURG
1677,45085,SUMTER,SC,108123,894,South Atlantic,South-East,0.448729985,894,0.247196924,0.268845312,1.144106712,1.311753861,0,0,11.66697961,SUMTER
1678,45087,UNION,SC,28030,585,South Atlantic,South-East,0.24954817,585,0,1.711204461,0.920647524,1,0,0,8.235089602,UNION
1679,45091,YORK,SC,239363,840,South Atlantic,South-East,0.289557522,840,0.130292119,0.711204461,0.838903959,1.217483944,0,0,9.555398226,YORK
1680,46005,BEADLE,SD,18080,168,West North Central,Mid-West,0.242541221,168,0,0,0.824539601,0.146128036,0,0,5.093365644,BEADLE
1681,46009,BON HOMME,SD,7046,140,West North Central,Mid-West,0.211988944,140,0,0,0.989281737,0,0,0,5.935690422,BON-HOMME
1682,46011,BROOKINGS,SD,32968,314,West North Central,Mid-West,0.271805646,314,0,0,1.177824465,0,0,0,7.066946789,BROOKINGS
1683,46013,BROWN,SD,37907,322,West North Central,Mid-West,0.297631179,252,0,0,1.167399193,1.329277847,0,0,8.333673006,BROWN
1684,46019,BUTTE,SD,10330,72,West North Central,Mid-West,0.295062394,72,0,0,1.278603709,0,0,0,7.671622253,BUTTE
1685,46021,CAMPBELL,SD,1334,56,West North Central,Mid-West,0,56,0,0,0,0,0,0,0,CAMPBELL
1686,46027,CLAY,SD,13935,56,West North Central,Mid-West,0.329193727,56,0,0,1.130188161,0.131939295,0,0,6.913068259,CLAY
1687,46029,CODINGTON,SD,27853,56,West North Central,Mid-West,0.36637836,56,0,0,1.102369693,1.07972739,0,0,7.69394555,CODINGTON
1688,46035,DAVISON,SD,19823,112,West North Central,Mid-West,0.282703095,112,0,0,0.989460833,0,0,0,5.936764998,DAVISON
1689,46051,GRANT,SD,7281,14,West North Central,Mid-West,0,14,0,0,0,0,0,0,0,GRANT
1690,46053,GREGORY,SD,4242,72,West North Central,Mid-West,0.204630776,72,0,0,0.886733364,0,0,0,5.320400185,GREGORY
1691,46055,HAAKON,SD,1894,28,West North Central,Mid-West,0,28,0,0,0,0,0,0,0,HAAKON
1692,46057,HAMLIN,SD,5961,56,West North Central,Mid-West,0.36637836,56,0,0,1.102369693,1.07972739,0,0,7.69394555,HAMLIN
1693,46061,HANSON,SD,3405,112,West North Central,Mid-West,0.282703095,112,0,0,0.989460833,0,0,0,5.936764998,HANSON
1694,46063,HARDING,SD,1262,72,West North Central,Mid-West,0.295062394,72,0,0,1.278603709,0,0,0,7.671622253,HARDING
1695,46065,HUGHES,SD,17508,797,West North Central,Mid-West,0.249794599,797,0,0,0.98366602,0.84509804,0.041192436,0,6.994248774,HUGHES
1696,46079,LAKE,SD,12055,360,West North Central,Mid-West,0.203799753,360,0,0,0.883132264,0,0,0,5.298793584,LAKE
1697,46081,LAWRENCE,SD,24910,72,West North Central,Mid-West,0.295062394,72,0,0,1.278603709,0,0,0,7.671622253,LAWRENCE
1698,46083,LINCOLN,SD,49858,840,West North Central,Mid-West,0.297339845,840,0,0,1.157550737,1.380211242,0,0,8.325515664,LINCOLN
1699,46085,LYMAN,SD,3892,72,West North Central,Mid-West,0.204630776,72,0,0,0.886733364,0,0,0,5.320400185,LYMAN
1700,46089,MC PHERSON,SD,2457,28,West North Central,Mid-West,0,28,0,0,0,0,0,0,0,MC-PHERSON
1701,46093,MEADE,SD,27202,574,West North Central,Mid-West,0.287978658,574,0.025155894,0,1.064833435,1.498310554,0,0,8.063402421,MEADE
1702,46095,MELLETTE,SD,2081,136,West North Central,Mid-West,0.249689981,136,0.074696964,0,0.838256917,0,0,0,6.4919395,MELLETTE
1703,46099,MINNEHAHA,SD,179640,3152,West North Central,Mid-West,0.252288353,3152,0,0,1.157550737,1.380211242,0,0,8.325515664,MINNEHAHA
1704,46101,MOODY,SD,6404,602,West North Central,Mid-West,0.271805646,602,0,0,1.177824465,0,0,0,7.066946789,MOODY
1705,46103,PENNINGTON,SD,105761,718,West North Central,Mid-West,0.279263357,718,0.025155894,0,1.064833435,1.498310554,0,0,9.215690765,PENNINGTON
1706,46109,ROBERTS,SD,10251,14,West North Central,Mid-West,0,14,0,0,0,0,0,0,0,ROBERTS
1707,46111,SANBORN,SD,2324,168,West North Central,Mid-West,0.242541221,168,0,0,0.824539601,0.146128036,0,0,5.093365644,SANBORN
1708,46119,SULLY,SD,1437,797,West North Central,Mid-West,0.249794599,797,0,0,0.98366602,0.84509804,0.041192436,0,6.994248774,SULLY
1709,46123,TRIPP,SD,5498,72,West North Central,Mid-West,0.204630776,72,0,0,0.886733364,0,0,0,5.320400185,TRIPP
1710,46135,YANKTON,SD,22696,252,West North Central,Mid-West,0.262668081,252,0,0,1.045920839,1.079181246,0,0,7.354706281,YANKTON
1711,47001,ANDERSON,TN,75542,587,East South Central,South-East,0.337956552,587,0,0.660051938,1.147555177,1.079181246,0,0.119745603,9.462783466,ANDERSON
1712,47003,BEDFORD,TN,45901,1236,East South Central,South-East,0.278143535,1236,0,0.057991947,1.230063672,1.740362689,0,0,9.178736667,BEDFORD
1713,47007,BLEDSOE,TN,12841,284,East South Central,South-East,0.258393974,284,0,0.359021943,0.680861935,1.755489534,0,0.058319995,8.527001144,BLEDSOE
1714,47009,BLOUNT,TN,125099,1512,East South Central,South-East,0.266327328,1512,0.068160179,0.660051938,0.698623025,1.290034611,0,0.119745603,7.457165177,BLOUNT
1715,47011,BRADLEY,TN,101848,553,East South Central,South-East,0.302938097,553,0.043004285,0.063386979,0.801158561,1.190331698,0,0,6.361700041,BRADLEY
1716,47013,CAMPBELL,TN,40238,532,East South Central,South-East,0.204923581,532,0.025155894,0,0.802263498,0.447158031,0,0.043004285,5.737860275,CAMPBELL
1717,47015,CANNON,TN,13775,756,East South Central,South-East,0.228272882,756,0,0,0.775213002,1.740362689,0,0,6.391640703,CANNON
1718,47017,CARROLL,TN,28513,112,East South Central,South-East,0.199682698,112,0,0.15490196,0.659574608,0.080987047,0,0,4.193336656,CARROLL
1719,47019,CARTER,TN,57338,280,East South Central,South-East,0.329699499,280,0,0,0.885150938,1.612783857,0,0,6.923689487,CARTER
1720,47021,CHEATHAM,TN,39492,480,East South Central,South-East,0.228425665,480,0,0,0.914675683,1.740362689,0,0,7.538046952,CHEATHAM
1721,47029,COCKE,TN,35479,112,East South Central,South-East,0.3265951,112,0,0,0.885738175,1.544068044,0,0,6.858497094,COCKE
1722,47031,COFFEE,TN,53357,764,East South Central,South-East,0.18737469,764,0,0,0.740500345,1.740362689,0,0,6.18336476,COFFEE
1723,47035,CUMBERLAND,TN,57466,676,East South Central,South-East,0.228490448,676,0,0,0.576229533,1.755489534,0,0.058319995,7.540184788,CUMBERLAND
1724,47037,DAVIDSON,TN,658602,1898,East South Central,South-East,0.263707692,1898,0.077724006,0.15490196,0.824080445,1.740362689,0,0,7.383815366,DAVIDSON
1725,47039,DECATUR,TN,11661,144,East South Central,South-East,0.257703318,144,0,0.793041644,0.611963086,1.527895938,0,0,6.700286271,DECATUR
1726,47041,DE KALB,TN,19164,168,East South Central,South-East,0.134585408,168,0,0,0.628065235,0,0,0,3.768391413,DE-KALB
1727,47043,DICKSON,TN,50266,848,East South Central,South-East,0.220063647,848,0,0,0.755529784,1.740362689,0,0,7.262100348,DICKSON
1728,47045,DYER,TN,38213,112,East South Central,South-East,0.272211836,112,0,0,0.705358118,1.484299839,0,0,5.716448546,DYER
1729,47047,FAYETTE,TN,38690,252,East South Central,South-East,0.144022099,252,0,0,0.672103127,0,0,0,4.032618761,FAYETTE
1730,47049,FENTRESS,TN,17909,168,East South Central,South-East,0.071272686,168,0,0,0.332605866,0,0,0,1.995635194,FENTRESS
1731,47051,FRANKLIN,TN,41129,972,East South Central,South-East,0.29913684,972,0,0,1.139081308,1.51851394,0,0,9.871515725,FRANKLIN
1732,47055,GILES,TN,28746,2396,East South Central,South-East,0.277119217,2396,0,0,0.973892152,1.217483944,0,0,7.205099631,GILES
1733,47061,GRUNDY,TN,13498,368,East South Central,South-East,0.280820401,368,0,0,0.700505481,1.579783597,0,0,7.301330424,GRUNDY
1734,47063,HAMBLEN,TN,63074,336,East South Central,South-East,0.342901433,336,0,1.548968209,0.746035882,1.175746582,0,0,7.200930083,HAMBLEN
1735,47065,HAMILTON,TN,348673,3611,East South Central,South-East,0.271017929,3611,0.067379766,0.714664993,0.839367373,1.322219295,0.007292521,0,7.588502012,HAMILTON
1736,47069,HARDEMAN,TN,26306,72,East South Central,South-East,0.182025157,72,0,0,0.557041488,1.130333768,0,0,4.732654084,HARDEMAN
1737,47071,HARDIN,TN,26034,632,East South Central,South-East,0.252630642,632,0,0.736965323,0.610814574,1.423245874,0,0,6.568396692,HARDIN
1738,47073,HAWKINS,TN,56800,448,East South Central,South-East,0.430295973,448,0.172979052,1.433655561,0.833756736,1.389166084,0,0,9.036215426,HAWKINS
1739,47075,HAYWOOD,TN,18224,126,East South Central,South-East,0.103921468,126,0,0,0.484966849,0,0,0,2.909801097,HAYWOOD
1740,47077,HENDERSON,TN,28048,256,East South Central,South-East,0.261640738,256,0,0.793041644,0.629025237,1.527895938,0,0,6.802659179,HENDERSON
1741,47079,HENRY,TN,32210,56,East South Central,South-East,0.191020451,56,0,0,0.668571577,0,0,0,4.011429462,HENRY
1742,47081,HICKMAN,TN,24267,564,East South Central,South-East,0.213327167,564,0,0,0.737998046,1.62324929,0,0,7.039796523,HICKMAN
1743,47083,HOUSTON,TN,8292,576,East South Central,South-East,0.246790278,576,0,0,0.674629506,1.380211242,0,0,6.416547234,HOUSTON
1744,47085,HUMPHREYS,TN,18243,288,East South Central,South-East,0.246790278,288,0,0,0.674629506,1.380211242,0,0,6.416547234,HUMPHREYS
1745,47087,JACKSON,TN,11517,364,East South Central,South-East,0.243784961,364,0,0,0.847602705,1.740362689,0,0,6.825978916,JACKSON
1746,47089,JEFFERSON,TN,52123,616,East South Central,South-East,0.318041057,616,0,1.054032732,0.911471602,1.544068044,0,0.119745603,8.90514961,JEFFERSON
1747,47093,KNOX,TN,444622,4285,East South Central,South-East,0.31910307,4285,0,1.330993219,0.860602255,1.602059991,0,0.119745603,8.934885962,KNOX
1748,47099,LAWRENCE,TN,41990,1160,East South Central,South-East,0.218336352,1160,0,0,0.973892152,1.217483944,0,0,7.205099631,LAWRENCE
1749,47101,LEWIS,TN,11961,556,East South Central,South-East,0.277119217,556,0,0,0.973892152,1.217483944,0,0,7.205099631,LEWIS
1750,47103,LINCOLN,TN,33633,960,East South Central,South-East,0.336489478,960,0,0,1.217238944,1.301029996,0,0,8.748726436,LINCOLN
1751,47105,LOUDON,TN,50448,560,East South Central,South-East,0.310077277,560,0,0.836143197,0.710084379,1.414973348,0,0,6.511622819,LOUDON
1752,47107,MC MINN,TN,52341,764,East South Central,South-East,0.152769504,764,0,0,0.63251288,1.246316356,0,0,5.041393635,MC-MINN
1753,47109,MC NAIRY,TN,26140,456,East South Central,South-East,0.328196831,456,0,0.736965323,0.938268058,1.423245874,0,0,8.5331176,MC-NAIRY
1754,47111,MACON,TN,22701,224,East South Central,South-East,0.24266694,224,0,0,0.836137416,0.079181246,0,0,5.096005739,MACON
1755,47113,MADISON,TN,98733,336,East South Central,South-East,0.199682698,336,0,0.15490196,0.659574608,0.080987047,0,0,4.193336656,MADISON
1756,47115,MARION,TN,28374,592,East South Central,South-East,0.217512626,592,0,0.330993219,0.659091952,1.373857771,0,0,7.177916643,MARION
1757,47117,MARSHALL,TN,31130,932,East South Central,South-East,0.186575461,932,0,0.057991947,0.702395469,1.740362689,0,0,6.156990223,MARSHALL
1758,47119,MAURY,TN,83761,736,East South Central,South-East,0.238968455,736,0,0.497324641,0.689570741,1.434167955,0,0,6.213179818,MAURY
1759,47121,MEIGS,TN,11649,256,East South Central,South-East,0.207919661,256,0,0.359021943,0.658329873,1.096910013,0,0,5.405911195,MEIGS
1760,47123,MONROE,TN,45265,956,East South Central,South-East,0.25459667,956,0.068160179,0.836143197,0.870765245,1.414973348,0,0,8.401690117,MONROE
1761,47125,MONTGOMERY,TN,184119,852,East South Central,South-East,0.244188734,852,0,0,0.948243006,1.380211242,0,0,8.058228238,MONTGOMERY
1762,47127,MOORE,TN,6301,1072,East South Central,South-East,0.3277276,1072,0,0,1.167067279,1.51851394,0,0,8.520917611,MOORE
1763,47129,MORGAN,TN,21915,512,East South Central,South-East,0.255056277,512,0,0.15490196,0.584243624,1.913813852,0,0,6.631463201,MORGAN
1764,47131,OBION,TN,31131,112,East South Central,South-East,0.190060495,112,0,0,0.665211732,0,0,0,3.991270389,OBION
1765,47133,OVERTON,TN,22075,336,East South Central,South-East,0.181079054,336,0,0,0.720138156,0.749384565,0,0,5.070213503,OVERTON
1766,47137,PICKETT,TN,5090,168,East South Central,South-East,0.071272686,168,0,0,0.332605866,0,0,0,1.995635194,PICKETT
1767,47139,POLK,TN,16690,445,East South Central,South-East,0.285962572,445,0.043004285,0.063386979,0.905236225,1.190331698,0,0,7.435026866,POLK
1768,47141,PUTNAM,TN,73525,280,East South Central,South-East,0.180419275,280,0,0,0.717059191,0.749384565,0,0,5.05173971,PUTNAM
1769,47143,RHEA,TN,32513,140,East South Central,South-East,0.184685439,140,0,0.359021943,0.55117006,1.096910013,0,0.058319995,5.17119228,RHEA
1770,47145,ROANE,TN,53047,1184,East South Central,South-East,0.323108277,1184,0,0.836143197,0.765595417,1.913813852,0,0,8.400815196,ROANE
1771,47147,ROBERTSON,TN,67383,848,East South Central,South-East,0.271963685,848,0,0,0.919731264,1.243038049,0,0,7.071055798,ROBERTSON
1772,47149,RUTHERFORD,TN,281029,2800,East South Central,South-East,0.253540142,2800,0,0.359021943,0.833289891,1.740362689,0,0,7.099123977,RUTHERFORD
1773,47151,SCOTT,TN,22015,252,East South Central,South-East,0.08664174,252,0,0,0.354156456,0,0,0.043004285,2.425968733,SCOTT
1774,47153,SEQUATCHIE,TN,14681,396,East South Central,South-East,0.263507786,396,0,0.330993219,0.781699347,1.755489534,0,0,8.695756925,SEQUATCHIE
1775,47155,SEVIER,TN,93570,892,East South Central,South-East,0.252768597,892,0,0.660051938,0.706137811,1.342422681,0,0.119745603,7.077520704,SEVIER
1776,47157,SHELBY,TN,939465,1404,East South Central,South-East,0.229189035,1404,0,0.15490196,0.906798037,1.204119983,0,0,7.563238156,SHELBY
1777,47159,SMITH,TN,19074,392,East South Central,South-East,0.205218393,392,0,0,0.667625388,1.740362689,0,0,5.746115017,SMITH
1778,47161,STEWART,TN,13362,288,East South Central,South-East,0.246790278,288,0,0,0.674629506,1.380211242,0,0,6.416547234,STEWART
1779,47163,SULLIVAN,TN,156595,932,East South Central,South-East,0.272833509,932,0,0,0.821853119,1.537819095,0,0,9.003505807,SULLIVAN
1780,47165,SUMNER,TN,168888,672,East South Central,South-East,0.311787075,672,0,0,0.884081755,1.243038049,0,0,6.547528576,SUMNER
1781,47167,TIPTON,TN,61586,256,East South Central,South-East,0.141823933,256,0,0,0.487332377,0,0,0,3.687422253,TIPTON
1782,47169,TROUSDALE,TN,7828,252,East South Central,South-East,0.225244968,252,0,0,0.774807951,1.658011397,0,0,6.306859105,TROUSDALE
1783,47171,UNICOI,TN,18082,616,East South Central,South-East,0.357326893,616,0,0.268845312,0.937039264,1.612783857,0,0,7.503864751,UNICOI
1784,47173,UNION,TN,19102,112,East South Central,South-East,0.311981244,112,0,1.330993219,0.661091408,1.254064453,0,0,6.551606121,UNION
1785,47175,VAN BUREN,TN,5583,456,East South Central,South-East,0.236990778,456,0,0,0.691021339,1.755489534,0,0,7.820695662,VAN-BUREN
1786,47177,WARREN,TN,39965,336,East South Central,South-East,0.282382458,336,0,0,0.725041337,1.579783597,0,0,5.930031616,WARREN
1787,47179,WASHINGTON,TN,125546,672,East South Central,South-East,0.338061637,672,0,0.268845312,0.911296357,1.36267093,0,0,7.099294382,WASHINGTON
1788,47181,WAYNE,TN,16939,584,East South Central,South-East,0.218336352,584,0,0,0.973892152,1.217483944,0,0,7.205099631,WAYNE
1789,47183,WEAKLEY,TN,34450,112,East South Central,South-East,0.208543155,112,0,0,0.729901041,0,0,0,4.379406247,WEAKLEY
1790,47185,WHITE,TN,26244,224,East South Central,South-East,0.180419275,224,0,0,0.717059191,0.749384565,0,0,5.05173971,WHITE
1791,47187,WILLIAMSON,TN,198901,1362,East South Central,South-East,0.267809074,1362,0.077724006,0.126641551,0.847930298,1.740362689,0,0,7.498654072,WILLIAMSON
1792,47189,WILSON,TN,121945,868,East South Central,South-East,0.21787819,868,0,0.15490196,0.700887447,1.740362689,0,0,6.100589332,WILSON
1793,48001,ANDERSON,TX,57938,416,West South Central,South-West,0.186858389,416,0,0,0.796836074,0.451018452,0,0,5.232034896,ANDERSON
1794,48005,ANGELINA,TX,87441,324,West South Central,South-West,0.27331127,324,0.069185691,0,0.64763255,1.740362689,0,0,7.106093021,ANGELINA
1795,48007,ARANSAS,TX,24356,168,West South Central,South-West,0.254275523,168,0.053009695,0,0.837895359,1.258876629,0,0.066056857,7.119714643,ARANSAS
1796,48009,ARCHER,TX,8681,2304,West South Central,South-West,0.421029567,2304,0.217554106,0.057991947,1.261669674,1.096910013,0,0,10.94676875,ARCHER
1797,48013,ATASCOSA,TX,47093,392,West South Central,South-West,0.365132226,392,0.321833114,0,0.896253076,0.037426498,0,0,7.667776756,ATASCOSA
1798,48015,AUSTIN,TX,28847,70,West South Central,South-West,0,70,0,0,0,0,0,0,0,AUSTIN
1799,48021,BASTROP,TX,75825,1792,West South Central,South-West,0.277445507,1792,0,0,1.238669078,0.336459734,0,0,7.768474202,BASTROP
1800,48025,BEE,TX,32799,112,West South Central,South-West,0.328658687,112,0.04351916,0,0.919368543,1.080987047,0,0,6.901832427,BEE
1801,48027,BELL,TX,326843,1029,West South Central,South-West,0.329059785,1029,0.070527194,0,1.21085646,1.45484486,0,0,9.213673973,BELL
1802,48029,BEXAR,TX,1817610,6450,West South Central,South-West,0.431951346,6450,0.040654445,0.918329954,1.870084994,1.383815366,0,0.020875434,14.25439443,BEXAR
1803,48031,BLANCO,TX,10723,21,West South Central,South-West,0,21,0,0,0,0,0,0,0,BLANCO
1804,48033,BORDEN,TX,637,392,West South Central,South-West,0.520934988,392,0.17051262,0.02413368,1.669834344,1.556302501,0,0,13.54430969,BORDEN
1805,48037,BOWIE,TX,93487,224,West South Central,South-West,0.260625116,224,0,0,0.881880642,0.181843588,0,0,5.473127441,BOWIE
1806,48039,BRAZORIA,TX,330242,2846,West South Central,South-West,0.498428491,2846,0.423454433,0.192328458,1.590367268,1.73239376,0,0,16.4481402,BRAZORIA
1807,48041,BRAZOS,TX,203164,273,West South Central,South-West,0.222970769,273,0,0,0.767448711,1.638489257,0,0,6.243181525,BRAZOS
1808,48049,BROWN,TX,37749,112,West South Central,South-West,0.266586316,112,0.006288118,0,0.800374559,0.752048448,0,0,5.598312632,BROWN
1809,48051,BURLESON,TX,17169,72,West South Central,South-West,0.085527637,72,0,0,0.316230449,0,0,0,2.223718555,BURLESON
1810,48053,BURNET,TX,43823,329,West South Central,South-West,0.295798991,329,0.070527194,0,1.079135695,1.31386722,0,0,8.282371746,BURNET
1811,48055,CALDWELL,TX,39232,2603,West South Central,South-West,0.484744768,2603,0.174363415,0.031119801,1.763471183,1.740362689,0,0,13.5728535,CALDWELL
1812,48057,CALHOUN,TX,21806,140,West South Central,South-West,0.250538901,140,0.136205359,0.070301795,0.912139332,0,0.020095655,0.056848573,7.01508924,CALHOUN
1813,48059,CALLAHAN,TX,13525,56,West South Central,South-West,0,56,0,0,0,0,0,0,0,CALLAHAN
1814,48061,CAMERON,TX,417276,1215,West South Central,South-West,0.369025907,1215,0.091212751,0.799340549,1.192422149,1.740362689,0,0,10.33272539,CAMERON
1815,48063,CAMP,TX,12413,77,West South Central,South-West,0,77,0,0,0,0,0,0,0,CAMP
1816,48069,CASTRO,TX,8030,224,West South Central,South-West,0.415405348,224,0,0,1.453918719,0,0,0,8.723512316,CASTRO
1817,48071,CHAMBERS,TX,36812,154,West South Central,South-West,0.460093472,154,0,0,1.610327154,0,0,0,9.661962921,CHAMBERS
1818,48073,CHEROKEE,TX,50878,912,West South Central,South-West,0.155022014,912,0,0,0.733566119,0,0,0,5.115726471,CHEROKEE
1819,48077,CLAY,TX,10473,1152,West South Central,South-West,0.421029567,1152,0.217554106,0.057991947,1.261669674,1.096910013,0,0,10.94676875,CLAY
1820,48079,COCHRAN,TX,3016,224,West South Central,South-West,0.489523214,224,0.009740837,0,1.692800962,0.054995862,0,0,10.2799875,COCHRAN
1821,48083,COLEMAN,TX,8543,56,West South Central,South-West,0,56,0,0,0,0,0,0,0,COLEMAN
1822,48085,COLLIN,TX,854778,2158,West South Central,South-West,0.272376335,2158,0,0,0.915400459,1.86332286,0,0,8.988419053,COLLIN
1823,48087,COLLINGSWORTH,TX,3099,144,West South Central,South-West,0.277835599,144,0,0,1.016645654,0,0,0,7.223725565,COLLINGSWORTH
1824,48089,COLORADO,TX,20752,166,West South Central,South-West,0.195343229,166,0,0,1.027928827,0,0,0,6.446326562,COLORADO
1825,48091,COMAL,TX,118480,3076,West South Central,South-West,0.473294988,3076,0.145588041,0.031119801,1.572648277,1.740362689,0,0,12.30566969,COMAL
1826,48093,COMANCHE,TX,13623,453,West South Central,South-West,0.289433526,453,0.082279598,0,0.863277202,1.599700259,0,0.109770202,9.551306362,COMANCHE
1827,48097,COOKE,TX,38467,686,West South Central,South-West,0.180565389,686,0,0,0.618901369,1.342422681,0,0,5.055830893,COOKE
1828,48099,CORYELL,TX,76192,392,West South Central,South-West,0.271069026,392,0.070527194,0.090912756,0.985026709,1.095169351,0,0,7.589932715,CORYELL
1829,48113,DALLAS,TX,2480331,6068,West South Central,South-West,0.408611627,6068,0.13397887,0.234083206,1.366802971,1.848189117,0,0.123614489,13.48418368,DALLAS
1830,48117,DEAF SMITH,TX,19177,224,West South Central,South-West,0.415405348,224,0,0,1.453918719,0,0,0,8.723512316,DEAF-SMITH
1831,48119,DELTA,TX,5238,472,West South Central,South-West,0.387729563,472,0.231611453,0,0.846380759,1.281033367,0,0,10.08096863,DELTA
1832,48121,DENTON,TX,728799,4646,West South Central,South-West,0.31187844,4646,0.141919461,0.234083206,1.11146943,1.86332286,0,0.055171658,10.29198852,DENTON
1833,48133,EASTLAND,TX,18245,165,West South Central,South-West,0.265463778,165,0.082279598,0,0.823866602,1.130333768,0,0.109770202,8.760304661,EASTLAND
1834,48135,ECTOR,TX,149378,140,West South Central,South-West,0.271789663,140,0,0,1.26482021,0.021189299,0,0,7.61011056,ECTOR
1835,48137,EDWARDS,TX,1884,112,West South Central,South-West,0.320554883,112,0,0,0.89327694,1.371990911,0,0,6.731652551,EDWARDS
1836,48139,ELLIS,TX,155976,3464,West South Central,South-West,0.34007414,3464,0.083368084,0,1.260326106,1.678973376,0,0,11.22244661,ELLIS
1837,48141,EL PASO,TX,827718,506,West South Central,South-West,0.360942875,506,0.058481353,0.138978994,1.792435824,0.484299839,0,0,11.91111489,EL-PASO
1838,48143,ERATH,TX,39658,624,West South Central,South-West,0.293616155,624,0.082279598,0,1.014346894,1.599700259,0,0,9.689333105,ERATH
1839,48147,FANNIN,TX,33659,328,West South Central,South-West,0.290572045,328,0,0,0.665843424,2.209849052,0,0,7.554873163,FANNIN
1840,48151,FISHER,TX,3856,110,West South Central,South-West,0.363244179,110,0,0,1.132603141,0.832508913,0,0,7.628127758,FISHER
1841,48157,FORT BEND,TX,652365,2942,West South Central,South-West,0.429149022,2942,0.129058078,0,1.646932798,1.596597096,0,0,14.16191774,FORT-BEND
1842,48159,FRANKLIN,TX,10660,28,West South Central,South-West,0,28,0,0,0,0,0,0,0,FRANKLIN
1843,48161,FREESTONE,TX,19646,144,West South Central,South-West,0.183252273,144,0,0,0.590307104,0,0,0,4.764559096,FREESTONE
1844,48167,GALVESTON,TX,306782,2810,West South Central,South-West,0.475209759,2810,0.525381654,0.090912756,1.565935688,1.73239376,0,0,15.68192205,GALVESTON
1845,48169,GARZA,TX,6317,392,West South Central,South-West,0.520934988,392,0.17051262,0.02413368,1.669834344,1.556302501,0,0,13.54430969,GARZA
